,brand,model,price,mileage,year,location,body_type,fuel,power,transmission,color,engine_size
195,Toyota,Autre Modèle,73000.0,350000.0,2018.0,Tunis,,Diesel,,Manuelle,,
196,Kia,Picanto,33000.0,80000.0,2013.0,Ben Arous,,Essence,4.0,Manuelle,Rouge,
197,Citroen,C4,20000.0,288000.0,2010.0,Tunis,,Diesel,6.0,Manuelle,Gris,
198,Kia,Sportage,105000.0,170000.0,2016.0,Ariana,,Diesel,7.0,Automatique,Noir,
199,Mg,Mg,38500.0,143000.0,2017.0,Nabeul,,Essence,6.0,Manuelle,Blanc,
200,Chevrolet,Epica,25500.0,190000.0,2009.0,Tunis,,Diesel,9.0,Manuelle,Noir,
201,Dacia,Autre Modèle,11000.0,20000.0,2022.0,Ariana,,Diesel,6.0,Manuelle,Gris,
202,Chevrolet,Aveo,,86360.0,2015.0,Ben Arous,,Essence,5.0,Manuelle,Jaune,
203,Citroen,Autre Modèle,48000.0,99800.0,2018.0,Sousse,,Essence,5.0,Manuelle,Gris,
204,Toyota,Land Cruiser,140000.0,240000.0,2006.0,Tunis,,Diesel,11.0,Automatique,Jaune,
205,Bmw,Série 1,42000.0,157000.0,2011.0,Zaghouan,,Essence,7.0,Manuelle,Blanc,
206,Volkswagen,Jetta,40000.0,192000.0,2011.0,Tunis,,Essence,7.0,Manuelle,Blanc,
207,Mazda,3,,240000.0,2013.0,Gabes,,Essence,6.0,Manuelle,Bleu,
208,Ford,Mondeo,26000.0,192000.0,2010.0,Ariana,,Essence,8.0,Manuelle,Noir,
209,Autre Marque,Autre Modèle,,11111.0,2022.0,Ben Arous,,Essence,4.0,Manuelle,Blanc,
210,Toyota,Corolla,43000.0,160000.0,2015.0,Ariana,,Diesel,5.0,Manuelle,Noir,
211,Bmw,Serie 7,65000.0,165000.0,2008.0,Ariana,,Diesel,15.0,Manuelle,Noir,
212,Volkswagen,Polo 7,25200.0,270000.0,2011.0,Ben Arous,,Essence,4.0,Manuelle,Rouge,
213,Audi,A4,,400000.0,1996.0,Ben Arous,,Essence,6.0,Manuelle,Blanc,
214,Renault,Clio,17000.0,400000.0,2005.0,Ariana,,Essence,5.0,Manuelle,Vert,
215,Hyundai,Autre Modèle,34000.0,184102.0,2010.0,Nabeul,,Diesel,5.0,Manuelle,Blanc,
216,Volkswagen,Polo 6,18700.0,220000.0,2006.0,Tunis,,Essence,4.0,Manuelle,Noir,
217,Peugeot,308,24000.0,153000.0,2011.0,Sfax,,Essence,6.0,Manuelle,Gris,
218,Land Rover,Discovery,175000.0,120000.0,2018.0,Tunis,,Diesel,8.0,Automatique,Noir,
219,Mercedes Benz,A,58000.0,124000.0,2013.0,Ariana,,Essence,6.0,Manuelle,Noir,
0,Volkswagen,Golf 7,,100000.0,2020.0,Tunis,Utilitaire,Essence,6.0,Automatique,Noir,1.2
1,Bmw,Serie 4,,90000.0,2019.0,Tunis,Berline,Essence,7.0,Automatique,Bleu,1.6
2,Kia,Rio,,167000.0,2014.0,Sfax,Compacte,Essence,5.0,Manuelle,Rouge,1.2
3,Citroen,Ds3,28500.0,141500.0,2012.0,Tunis,Autres,Essence,5.0,Manuelle,Multicolore,1.1
4,Mazda,3,,77000.0,2019.0,Tunis,Utilitaire,Essence,6.0,Manuelle,Bleu,1.5
5,Citroen,Berlingo,43500.0,117000.0,2018.0,Nabeul,Utilitaire,Diesel,5.0,Manuelle,Gris,1.6
6,Peugeot,206+,22600.0,111000.0,2010.0,Ariana,Compacte,Essence,4.0,Automatique,Noir,3.0
7,Bmw,Série 1,52000.0,158000.0,2012.0,Nabeul,Berline,Essence,6.0,Manuelle,Noir,1.6
8,Renault,Clio,18900.0,182000.0,2000.0,Monastir,Compacte,Essence,4.0,Manuelle,Rouge,1.4
9,Mercedes Benz,Classe E,,350000.0,1998.0,Sfax,Berline,Essence,9.0,Manuelle,Noir,1.6
10,Kia,Rio,30000.0,199000.0,2013.0,Gabes,Berline,Essence,5.0,Manuelle,Bleu,1.4
11,Seat,Ibiza,43800.0,46000.0,2020.0,Tunis,Autres,Essence,4.0,Manuelle,Bleu,1.0
12,Ford,Fiesta,,91000.0,2014.0,Tunis,Compacte,Essence,5.0,Manuelle,Gris,1.2
13,Kia,Rio,43800.0,115000.0,2017.0,Manouba,Autres,Essence,5.0,Manuelle,Gris,1.2
14,Ford,Escort,3000.0,600000.0,1987.0,Monastir,Autres,Essence,5.0,Manuelle,Gris,1.7
15,Citroen,C-Elysée,29800.0,61000.0,2020.0,Bizerte,Berline,Essence,5.0,Manuelle,Blanc,1.2
16,Hyundai,Grand I10,,,2019.0,Tunis,Compacte,Essence,5.0,Manuelle,Noir,1.0
17,Peugeot,301,29000.0,65000.0,2019.0,Bizerte,Berline,Essence,5.0,Manuelle,Gris,1.2
18,Volkswagen,Caddy,55000.0,50000.0,2020.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Marron,1.5
19,Land Rover,Range Rover Sport,135000.0,200000.0,2012.0,Tunis,4 X 4,Essence,29.0,Automatique,Noir,4.0
20,Mercedes Benz,Classe C,145000.0,130000.0,2017.0,Sfax,Autres,Essence,8.0,Automatique,Noir,1.8
21,Kia,Sportage,108000.0,75000.0,2018.0,Sidi Bouzid,4 X 4,Diesel,7.0,Automatique,Vert,4.0
22,Suzuki,Swift,49000.0,7900.0,2022.0,Ben Arous,Autres,Essence,5.0,Automatique,Blanc,4.0
25,Kia,Rio,,110000.0,2019.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Rouge,1.2
26,Mini,One,,70000.0,2017.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Beige,1.4
27,Peugeot,301,29500.0,60000.0,2019.0,Ariana,Berline,Essence,5.0,Manuelle,Blanc,1.2
28,Fiat,Palio,15800.0,181000.0,2008.0,Ariana,Compacte,Essence,5.0,Manuelle,Gris,1.2
30,Citroen,C2,,210000.0,2008.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Rouge,1.2
31,Chevrolet,Aveo,17500.0,170000.0,2009.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Noir,1.2
32,Mazda,2,39500.0,77000.0,2017.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Gris,1.2
33,Suzuki,Celerio,,102000.0,2018.0,Ariana,Compacte,Essence,4.0,Manuelle,Blanc,1.2
34,Suzuki,Swift,28900.0,97000.0,2018.0,Tunis,Autres,Essence,5.0,Manuelle,Blanc,1.2
35,Peugeot,308,23800.0,133000.0,2009.0,Tunis,Compacte,Essence,6.0,Manuelle,Rouge,1.4
36,Toyota,Aygo,,2500.0,2022.0,Tunis,Compacte,Essence,5.0,Automatique,Noir,1.2
37,Dacia,Sandero,25000.0,178000.0,2014.0,Kairouan,Autres,Essence,5.0,Manuelle,Rouge,1.2
39,Peugeot,308,26500.0,180000.0,2012.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Blanc,1.4
40,Peugeot,Bipper,33650.0,159000.0,2012.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Rouge,1.3
41,Land Rover,Range Rover,,40000.0,2018.0,Kasserine,4 X 4,Diesel,11.0,Automatique,Blanc,2.0
43,Mercedes Benz,Classe E,42000.0,249000.0,2007.0,Ariana,Berline,Essence,10.0,Automatique,Noir,2.0
44,Mercedes Benz,Classe Glk,55000.0,174000.0,2010.0,Ariana,Berline,Diesel,10.0,Automatique,Blanc,2.0
45,Renault,Capture,38000.0,121000.0,2015.0,Ariana,Monospace,Essence,6.0,Manuelle,Marron,1.4
46,Volkswagen,Caddy,29000.0,256000.0,2015.0,Nabeul,Berline,Diesel,5.0,Manuelle,Blanc,1.6
47,Opel,Corsa,28500.0,180000.0,2016.0,Nabeul,Berline,Essence,5.0,Manuelle,Blanc,1.2
48,Mercedes Benz,Classe Cla,75000.0,165000.0,2015.0,Ariana,Berline,Essence,7.0,Manuelle,Noir,1.6
49,Citroen,C Elysée,23250.0,112000.0,2018.0,Sidi Bouzid,Berline,Essence,5.0,Manuelle,Gris,1.2
50,Seat,Arosa,73500.0,17000.0,2022.0,Bizerte,Compacte,Essence,6.0,Manuelle,Noir,1.6
51,Volkswagen,Caddy,,230000.0,2014.0,Nabeul,Berline,Diesel,5.0,Manuelle,Blanc,1.6
52,Peugeot,208,38000.0,30000.0,2021.0,Bizerte,Compacte,Essence,4.0,Manuelle,Gris,1.2
53,Kia,Rio,38000.0,122000.0,2018.0,Ariana,Autres,Essence,5.0,Manuelle,Gris,1.2
54,Citroen,Berlingo,,180000.0,2000.0,Médenine,Autres,Diesel,7.0,Manuelle,Autre,1.6
55,Autres,Autre,,105000.0,2017.0,Nabeul,Compacte,Diesel,7.0,Manuelle,Blanc,2.2
56,Volkswagen,Golf,68500.0,95000.0,2018.0,Monastir,Compacte,Essence,5.0,Manuelle,Blanc,1.2
57,Volkswagen,Golf 7,45000.0,200000.0,2013.0,Tunis,Compacte,Essence,5.0,Manuelle,Noir,1.2
58,Opel,Astra,,200000.0,2004.0,Sfax,Autres,Essence,5.0,Manuelle,Noir,4.0
59,Autres,Autre,48000.0,280000.0,2013.0,Gafsa,Autres,Diesel,7.0,Manuelle,Gris,4.0
60,Opel,Vectra,12000.0,400000.0,1996.0,Ariana,Compacte,Essence,7.0,Manuelle,Rouge,2.2
61,Citroen,Ax,7000.0,,1995.0,Bizerte,Compacte,Essence,4.0,Manuelle,Bleu,1.2
62,Citroen,C3,,162000.0,2012.0,Sfax,Berline,Essence,5.0,Manuelle,Gris,1.4
63,Bmw,Serie 3,8000.0,170000.0,1985.0,Ben Arous,Autres,Essence,7.0,Manuelle,Doré,2.1
64,Volkswagen,Golf 6,41500.0,235000.0,2011.0,Béja,Compacte,Diesel,5.0,Manuelle,Blanc,1.6
65,Ford,Fiesta,26500.0,202000.0,2012.0,Nabeul,Berline,Essence,5.0,Manuelle,Bleu,1.2
66,Kia,Sportage,,19000.0,2021.0,Kairouan,Compacte,Essence,7.0,Automatique,Gris,1.6
67,Bmw,Serie 5,160000.0,100000.0,2018.0,Kairouan,Berline,Essence,10.0,Automatique,Noir,2.0
68,Kia,Rio,39500.0,75000.0,2018.0,Kairouan,Berline,Essence,5.0,Manuelle,Gris,1.2
69,Mercedes Benz,Classe C,122000.0,130000.0,2018.0,Kairouan,Berline,Essence,8.0,Automatique,Noir,1.6
70,Volkswagen,Polo,39500.0,100000.0,2019.0,Kairouan,Berline,Essence,5.0,Manuelle,Noir,1.4
71,Suzuki,Vitara,63000.0,84000.0,2018.0,Kairouan,Compacte,Essence,6.0,Automatique,Gris,1.2
72,Kia,Picanto,,70000.0,2019.0,Kairouan,Compacte,Essence,5.0,Automatique,Noir,1.2
73,Volkswagen,Golf 7,72000.0,100000.0,2020.0,Kairouan,Compacte,Essence,6.0,Automatique,Blanc,1.2
74,Fiat,Grande Punto,32000.0,70000.0,2019.0,Kairouan,Compacte,Essence,4.0,Manuelle,Blanc,1.2
75,Fiat,Panda,33000.0,60000.0,2019.0,Kairouan,Compacte,Essence,4.0,Manuelle,Gris,1.2
76,Mercedes Benz,Classe E,140000.0,95000.0,2018.0,Kairouan,Berline,Essence,9.0,Automatique,Noir,1.8
77,Seat,Ibiza,38500.0,110000.0,2018.0,Kairouan,Compacte,Essence,4.0,Manuelle,Blanc,1.0
78,Mercedes Benz,Classe C,76000.0,160000.0,2013.0,Kairouan,Compacte,Essence,9.0,Automatique,Blanc,1.6
79,Citroen,C-Elysée,31000.0,100000.0,2019.0,Kairouan,Berline,Essence,5.0,Manuelle,Gris,1.2
80,Volkswagen,Tiguan,120000.0,40000.0,2020.0,Kairouan,Compacte,Essence,6.0,Automatique,Noir,1.2
81,Jeep,Compass,80000.0,120000.0,2018.0,Kairouan,4 X 4,Essence,8.0,Automatique,Noir,1.4
82,Audi,A3,125000.0,40000.0,2018.0,Kairouan,Compacte,Essence,6.0,Automatique,Blanc,1.0
83,Mercedes Benz,Classe C,,11000.0,2022.0,Kairouan,Berline,Essence,9.0,Automatique,Beige,1.5
84,Mercedes Benz,Classe C,,10000.0,2022.0,Kairouan,Berline,Essence,9.0,Automatique,Blanc,1.5
85,Volkswagen,Polo,43000.0,110000.0,2018.0,Kairouan,Compacte,Essence,4.0,Manuelle,Blanc,1.0
86,Seat,Leon,,144000.0,2014.0,Sousse,Compacte,Essence,5.0,Manuelle,Blanc,1.4
87,Volkswagen,Golf,,210654.0,2012.0,Kairouan,Autres,Diesel,5.0,Manuelle,Noir,1.6
88,Nissan,Micra,,140000.0,2018.0,Ariana,Autres,Essence,5.0,Manuelle,Noir,1.2
89,Chery,Qq6,24500.0,14000.0,2021.0,Sfax,Autres,Essence,4.0,Manuelle,Rouge,1.0
90,Mahindra,Hover,,35000.0,2019.0,Sousse,Compacte,Essence,5.0,Manuelle,Autre,1.2
91,Mazda,2,,74000.0,2017.0,Tunis,Berline,Essence,6.0,Manuelle,Noir,1.6
92,Peugeot,207,21500.0,206000.0,2010.0,Tunis,Compacte,Essence,6.0,Manuelle,Rouge,1.4
93,Peugeot,208,,86000.0,2019.0,Bizerte,Berline,Essence,5.0,Manuelle,Blanc,1.2
94,Citroen,C-Elysée,,150000.0,2017.0,Bizerte,Berline,Essence,5.0,Manuelle,Gris,1.2
95,Kia,Cerato,28000.0,150000.0,2010.0,Sousse,Autres,Essence,7.0,Automatique,Noir,1.9
96,Dacia,Logan,30500.0,150000.0,2016.0,Ariana,Berline,Essence,5.0,Manuelle,Bleu,1.4
97,Bmw,Serie 3,47000.0,165000.0,2011.0,Tunis,Berline,Essence,7.0,Automatique,Bleu,3.0
98,Renault,R11,,433500.0,1984.0,Sfax,Autres,Diesel,6.0,Manuelle,Blanc,1.6
99,Peugeot,206,19250.0,179000.0,2008.0,Ariana,Compacte,Essence,4.0,Manuelle,Gris,1.1
100,Peugeot,106,10000.0,200000.0,1996.0,Ben Arous,Compacte,Essence,4.0,Manuelle,Blanc,1.2
101,Citroen,C4,22500.0,230000.0,2008.0,Ben Arous,Berline,Essence,6.0,Manuelle,Bleu,1.4
102,Citroen,Ax,8000.0,,1995.0,Bizerte,Autres,Essence,4.0,Manuelle,Rouge,1.1
103,Kia,Rio,,84000.0,2018.0,Sfax,Berline,Essence,5.0,Manuelle,Noir,1.2
105,Volkswagen,Golf,,11000.0,2021.0,Ariana,Compacte,Essence,6.0,Manuelle,Noir,1.4
106,Skoda,Fabia,35000.0,87000.0,2019.0,Nabeul,Compacte,Essence,4.0,Manuelle,Noir,1.2
107,Ssangyong,Family,52000.0,105500.0,2016.0,Ariana,Berline,Essence,7.0,Automatique,Noir,1.6
108,Citroen,C5,27000.0,150000.0,2011.0,Tunis,Autres,Essence,6.0,Manuelle,Noir,1.9
109,Mercedes Benz,Classe A,185500.0,7000.0,2023.0,Tunis,Compacte,Essence,6.0,Automatique,Gris,1.4
110,Seat,Ibiza,9999.0,34000.0,2021.0,Nabeul,Berline,Essence,4.0,Manuelle,Noir,1.0
111,Renault,Clio,41500.0,97000.0,2019.0,Sousse,Compacte,Diesel,5.0,Manuelle,Blanc,1.5
112,Seat,Ibiza,44000.0,67000.0,2019.0,Ariana,Compacte,Essence,4.0,Manuelle,Noir,1.0
113,Citroen,Berlingo,27000.0,240000.0,2012.0,Kairouan,Autres,Diesel,5.0,Manuelle,Blanc,4.0
114,Volkswagen,Golf 6,,156000.0,2011.0,Ariana,Compacte,Essence,5.0,Manuelle,Gris,1.2
115,Citroen,C15,,70000.0,2017.0,Bizerte,Autres,Essence,4.0,Manuelle,Blanc,1.0
116,Mazda,Bt 50,30000.0,200000.0,2014.0,Ben Arous,4 X 4,Diesel,,Manuelle,Gris,1.0
117,Seat,Ibiza,39500.0,150000.0,2018.0,Ariana,Compacte,Essence,4.0,Manuelle,Gris,1.2
118,Mahindra,Hover,35000.0,40000.0,2019.0,Tunis,Berline,Essence,5.0,Manuelle,Gris,1.2
119,Volvo,S60,25000.0,113000.0,2003.0,Sfax,Berline,Hybride,11.0,Automatique,Vert,2.0
120,Mini,One,,180000.0,2011.0,Tunis,Compacte,Essence,5.0,Manuelle,Blanc,1.4
121,Renault,Capture,,120000.0,2014.0,Ariana,Autres,Essence,5.0,Manuelle,Marron,1.2
122,Hyundai,I 10,15000.0,,2022.0,Tunis,Compacte,Essence,5.0,Manuelle,Gris,4.0
123,Mercedes Benz,Classe E,80000.0,58000.0,2009.0,Ariana,Berline,Diesel,9.0,Manuelle,Noir,2.0
124,Volkswagen,Transporter,,145000.0,2017.0,Mahdia,Pick Up,Diesel,7.0,Manuelle,Blanc,2.0
125,Mitsubishi,Nativa,30000.0,41000.0,2017.0,Ariana,Berline,Essence,4.0,Manuelle,Noir,1.1
126,Nissan,Patrol Gr,,193000.0,1998.0,Sousse,4 X 4,Diesel,11.0,Manuelle,Rouge,2.8
127,Kia,Rio,,108000.0,2020.0,Nabeul,Compacte,Essence,5.0,Manuelle,Blanc,1.2
128,Citroen,Ds3,,160000.0,2015.0,Ariana,Autres,Essence,5.0,Manuelle,Blanc,1.2
129,Peugeot,106,,222000.0,1996.0,Tunis,Autres,Essence,4.0,Manuelle,Rouge,1.2
130,Hyundai,Accent,34500.0,120000.0,2014.0,Ariana,Cabriolet,Essence,6.0,Manuelle,Gris,1.4
131,Fiat,Grande Punto,28000.0,100000.0,2014.0,Sfax,Berline,Essence,4.0,Manuelle,Blanc,1.4
132,Kia,Optima,47000.0,165000.0,2014.0,Mahdia,Berline,Essence,10.0,Automatique,Noir,2.0
133,Bmw,M3,,,2012.0,Jendouba,Autres,Diesel,0.0,Automatique,Autre,2.2
134,Volkswagen,Polo,,350000.0,1999.0,Tunis,Compacte,Essence,5.0,Manuelle,Violet,1.0
135,Renault,Megane,,,1998.0,Ariana,Compacte,Essence,7.0,Manuelle,Noir,1.4
136,Peugeot,407,,218000.0,2005.0,Sfax,Berline,Diesel,6.0,Manuelle,Gris,1.6
137,Volkswagen,Golf 7,72000.0,74000.0,2018.0,Ben Arous,Berline,Essence,5.0,Manuelle,Gris,1.1
138,Renault,Clio,36900.0,85000.0,2019.0,Tunis,Compacte,Essence,5.0,Manuelle,Bleu,1.2
139,Mercedes Benz,Classe A,143000.0,47000.0,2019.0,Tunis,Compacte,Essence,8.0,Automatique,Blanc,1.6
140,Mercedes Benz,Classe Glc,224000.0,36000.0,2018.0,Tunis,4 X 4,Diesel,9.0,Automatique,Noir,2.0
141,Land Rover,Range Rover Evoque,228000.0,54000.0,2020.0,Tunis,4 X 4,Diesel,9.0,Automatique,Blanc,2.0
142,Mercedes Benz,Classe Sls,,75000.0,2009.0,Tunis,Berline,Essence,19.0,Automatique,Noir,3.0
143,Mercedes Benz,Classe C,189000.0,35000.0,2019.0,Tunis,Berline,Essence,8.0,Automatique,Blanc,1.6
144,Bmw,X5,,34000.0,2020.0,Tunis,4 X 4,Essence,23.0,Automatique,Blanc,4.0
145,Mercedes Benz,Classe C,,15000.0,2022.0,Tunis,Berline,Hybride,8.0,Automatique,Blanc,1.6
146,Peugeot,206,20500.0,190000.0,2011.0,Bizerte,Compacte,Essence,4.0,Manuelle,Blanc,1.2
147,Volkswagen,Golf 6,,153636.0,2012.0,Tunis,Berline,Essence,5.0,Manuelle,Noir,1.2
148,Mercedes Benz,240,,270000.0,1982.0,Ariana,Berline,Diesel,10.0,Automatique,Rouge,2.4
149,Chevrolet,Spark,23000.0,180000.0,2015.0,Tunis,Compacte,Essence,4.0,Manuelle,Noir,1.2
150,Mini,One,26000.0,120000.0,2010.0,Ariana,Compacte,Essence,5.0,Manuelle,Noir,1.4
151,Audi,Q3,90000.0,90000.0,2017.0,Sfax,Compacte,Essence,8.0,Automatique,Noir,1.5
152,Nissan,Qashqai,,115000.0,2016.0,Béja,Berline,Essence,6.0,Manuelle,Blanc,1.2
153,Hyundai,Grand I10,28000.0,184000.0,2014.0,Manouba,Compacte,Essence,5.0,Manuelle,Orange,1.2
154,Ford,Focus,30000.0,189000.0,2012.0,Ariana,Compacte,Essence,7.0,Manuelle,Bleu,1.6
155,Volkswagen,Passat,36500.0,210000.0,2011.0,Bizerte,Autres,Diesel,6.0,Manuelle,Gris,1.6
156,Kia,Rio,,72000.0,2020.0,Manouba,Compacte,Essence,5.0,Manuelle,Gris,1.2
157,Fiat,Punto,,120000.0,2018.0,Sfax,Compacte,Essence,5.0,Manuelle,Gris,1.2
158,Kia,Rio,47900.0,90000.0,2019.0,Tunis,Compacte,Essence,5.0,Manuelle,Noir,1.2
159,Peugeot,3008,34000.0,108000.0,2011.0,Ariana,Compacte,Essence,9.0,Automatique,Blanc,1.9
160,Audi,A3,78000.0,114000.0,2017.0,Ben Arous,Compacte,Diesel,5.0,Automatique,Noir,1.6
161,Kia,Sportage,63000.0,177000.0,2014.0,Ben Arous,4 X 4,Diesel,11.0,Automatique,Marron,2.0
162,Volkswagen,Golf Plus,,33000.0,2019.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Noir,1.2
163,Seat,Ibiza,58000.0,124000.0,2020.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Noir,1.6
164,Hyundai,Grand I10,35500.0,83000.0,2019.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Bleu,1.2
165,Dacia,Dokker,30000.0,107000.0,2019.0,Ben Arous,Utilitaire,Diesel,6.0,Manuelle,Blanc,1.5
166,Suzuki,Swift,39000.0,73000.0,2019.0,Ben Arous,Compacte,Essence,5.0,Automatique,Gris,1.2
167,Nissan,Navara,42000.0,270000.0,2010.0,Ben Arous,4 X 4,Diesel,10.0,Manuelle,Gris,3.0
168,Volkswagen,Caddy,53500.0,27000.0,2020.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Beige,1.6
169,Volkswagen,Amarok,72000.0,177000.0,2016.0,Ben Arous,4 X 4,Diesel,7.0,Manuelle,Noir,2.0
170,Volkswagen,Passat Cc,75000.0,119000.0,2017.0,Ben Arous,Berline,Diesel,6.0,Automatique,Noir,1.6
171,Kia,Rio,52000.0,69000.0,2020.0,Ben Arous,Berline,Essence,6.0,Manuelle,Bleu,1.4
172,Kia,Rio,52000.0,63000.0,2020.0,Ben Arous,Berline,Essence,6.0,Manuelle,Noir,1.4
173,Kia,Sportage,110000.0,74000.0,2018.0,Ben Arous,4 X 4,Diesel,7.0,Automatique,Blanc,1.7
174,Citroen,Berlingo,,800000.0,2023.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.6
175,Seat,Ibiza,41000.0,57000.0,2019.0,Ben Arous,Compacte,Essence,4.0,Manuelle,Gris,1.0
176,Seat,Ibiza,41000.0,128000.0,,Ben Arous,Compacte,Essence,4.0,Manuelle,Gris,1.0
177,Seat,Ibiza,45000.0,132000.0,2020.0,Ben Arous,Compacte,Essence,4.0,Manuelle,Blanc,1.0
178,Mercedes Benz,Classe C,,137000.0,2014.0,Sfax,Autres,Essence,9.0,Automatique,Blanc,1.6
179,Ford,Fiesta,,178000.0,2011.0,Kairouan,Compacte,Essence,5.0,Manuelle,Noir,1.2
180,Volkswagen,Polo,60000.0,42000.0,2021.0,Ariana,Compacte,Essence,4.0,Manuelle,Gris,1.0
181,Peugeot,106,9200.0,179000.0,1996.0,Mahdia,Compacte,Essence,3.0,Manuelle,Gris,1.3
182,Citroen,C3,,242000.0,2008.0,Tunis,Berline,Essence,5.0,Manuelle,Bleu,1.2
183,Suzuki,Alto,48000.0,32000.0,2020.0,Ben Arous,Autres,Essence,6.0,Automatique,Beige,1.5
184,Renault,Megane,,,2004.0,Manouba,Autres,Diesel,5.0,Manuelle,Noir,1.5
185,Volkswagen,Golf,34000.0,182000.0,2010.0,Gafsa,Compacte,Essence,7.0,Automatique,Noir,1.4
186,Volkswagen,Caddy,,120000.0,2018.0,Bizerte,Compacte,Essence,5.0,Manuelle,Gris,1.6
187,Citroen,Saxo,9000.0,20000.0,2000.0,Tunis,Compacte,Essence,,Manuelle,Noir,1.1
188,Audi,A4,,267000.0,2003.0,Tunis,Autres,Essence,7.0,Manuelle,Noir,1.6
190,Toyota,Rav 4,58500.0,385000.0,2015.0,Gabes,4 X 4,Essence,9.0,Automatique,Blanc,2.0
191,Isuzu,D Max,21000.0,350000.0,1997.0,Bizerte,Berline,Diesel,10.0,Manuelle,Blanc,1.8
192,Citroen,C-Elysée,24000.0,140000.0,2018.0,Ben Arous,Berline,Essence,5.0,Manuelle,Blanc,1.2
193,Volkswagen,Caddy,,167000.0,2009.0,Nabeul,Compacte,Diesel,5.0,Manuelle,Gris,1.9
194,Renault,Captur,,143000.0,2016.0,Sousse,Berline,Essence,6.0,Manuelle,Gris,1.2
195,Mahindra,Hover,33000.0,145000.0,2018.0,Sfax,Pick Up,Essence,5.0,Manuelle,Gris,3.0
196,Kia,Rio,35500.0,81000.0,2014.0,Sfax,Berline,Essence,6.0,Automatique,Rouge,1.4
197,Volkswagen,Polo,35000.0,121000.0,2016.0,Sfax,Berline,Essence,4.0,Manuelle,Marron,1.0
198,Renault,Renault.Clio,37000.0,116000.0,2016.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Gris,1.4
199,Mercedes Benz,Classe C,190000.0,27000.0,2022.0,Ariana,Berline,Essence,9.0,Automatique,Blanc,1.5
200,Peugeot,206,20300.0,130000.0,2009.0,Monastir,Berline,Essence,4.0,Manuelle,Gris,1.2
201,Peugeot,301,19500.0,171000.0,2013.0,Ben Arous,Berline,Essence,5.0,Manuelle,Marron,1.2
202,Peugeot,407,,280000.0,2005.0,Kairouan,Compacte,Diesel,6.0,Manuelle,Gris,3.0
203,Ford,Fiesta,,147000.0,2015.0,Tunis,Berline,Essence,5.0,Manuelle,Noir,1.3
204,Jaguar,Sovreign,,138000.0,2008.0,Ariana,Berline,Essence,17.0,Automatique,Bleu,3.0
205,Mercedes Benz,Classe C,67000.0,160000.0,2011.0,Ariana,Compacte,Essence,9.0,Automatique,Noir,1.8
206,Peugeot,206+,13200.0,,2002.0,Béja,Compacte,Essence,4.0,Manuelle,Gris,1.1
207,Peugeot,205,,300000.0,1993.0,Nabeul,Compacte,Essence,4.0,Manuelle,Bleu,1.2
208,Volkswagen,Polo,37500.0,180000.0,2019.0,Sousse,Compacte,Essence,4.0,Manuelle,Gris,1.0
209,Renault,Megane,,127000.0,2007.0,Nabeul,Berline,Diesel,7.0,Manuelle,Noir,2.0
210,Volkswagen,Caddy,50000.0,200000.0,2008.0,Ariana,Utilitaire,Diesel,5.0,Manuelle,Bleu,2.0
211,Ford,Fiesta,,132000.0,2017.0,Ben Arous,Berline,Essence,5.0,Manuelle,Blanc,1.3
212,Toyota,Fj,86000.0,64000.0,2020.0,Tunis,Compacte,Essence,6.0,Automatique,Rouge,1.4
213,Bmw,Série 1,,105000.0,2016.0,Sousse,Berline,Essence,7.0,Automatique,Noir,1.6
214,Mercedes Benz,Classe E,74000.0,162000.0,2012.0,Sousse,Berline,Diesel,10.0,Automatique,Noir,2.2
215,Isuzu,D Max,17500.0,703359.0,1993.0,Siliana,Autres,Diesel,9.0,Manuelle,Blanc,1.1
216,Citroen,Berlingo,38500.0,94000.0,2018.0,Sousse,Berline,Diesel,5.0,Manuelle,Blanc,1.6
217,Volkswagen,Golf,32500.0,330000.0,2010.0,Nabeul,Compacte,Diesel,5.0,Manuelle,Bleu,1.4
218,Volkswagen,Golf,,156000.0,2011.0,Ariana,Compacte,Essence,5.0,Manuelle,Noir,1.2
219,Mercedes Benz,Classe E,,241000.0,2010.0,Sousse,Compacte,Diesel,10.0,Automatique,Noir,3.0
220,Land Rover,Range Rover Sport,198000.0,105000.0,2018.0,Ariana,4 X 4,Diesel,10.0,Automatique,Beige,2.0
221,Land Rover,Range Rover Evoque,245000.0,60000.0,2019.0,Tunis,4 X 4,Hybride,8.0,Automatique,Noir,2.0
